,word,count,cum_freq,cum_perc,percentile,length,volume
192,bit,19402,21414261,61.6957391881,70,3,>10K
193,might,19282,21433543,61.7512917586,70,5,>10K
194,found,19221,21452764,61.8066685845,70,5,>10K
195,ever,19187,21471951,61.8619474544,70,4,>10K
196,blog,19113,21491064,61.917013126,70,4,>10K
197,give,18994,21510058,61.9717359516,70,4,>10K
198,man,18902,21528960,62.0261937198,70,3,>10K
199,night,18892,21547852,62.0806226774,70,5,>10K
200,story,18670,21566522,62.1344120401,70,5,>10K
201,different,18633,21585155,62.1880948035,70,9,>10K
202,big,18589,21603744,62.2416508004,70,3,>10K
203,enough,18571,21622315,62.2951549383,70,6,>10K
204,without,18569,21640884,62.348653314,70,7,>10K
205,house,18332,21659216,62.4014688789,70,5,>10K
206,help,18249,21677465,62.4540453159,70,4,>10K
207,having,17809,21695274,62.5053540871,70,6,>10K
208,actually,17787,21713061,62.5565994751,70,8,>10K
209,once,17770,21730831,62.6077958851,70,4,>10K
210,keep,17718,21748549,62.65884248,70,4,>10K
211,myself,17692,21766241,62.7098141674,70,6,>10K
212,came,17569,21783810,62.7604314846,70,4,>10K
213,school,17395,21801205,62.8105474976,70,6,>10K
214,re,17395,21818600,62.8606635107,70,2,>10K
215,post,17330,21835930,62.9105922549,70,4,>10K
216,three,17321,21853251,62.9604950696,70,5,>10K
217,doing,17293,21870544,63.0103172146,70,5,>10K
218,between,16873,21887417,63.0589293151,70,7,>10K
219,getting,16678,21904095,63.1069796092,70,7,>10K
220,done,16510,21920605,63.1545458854,70,4,>10K
221,times,16501,21937106,63.2020862321,70,5,>10K
222,show,16290,21953396,63.2490186755,70,4,>10K
223,set,16282,21969678,63.2959280703,70,3,>10K
224,children,16241,21985919,63.3427193418,70,8,>10K
225,friends,16177,22002096,63.3893262256,70,7,>10K
226,left,16050,22018146,63.4355672149,70,4,>10K
227,yet,16028,22034174,63.4817448209,70,3,>10K
228,pretty,15822,22049996,63.5273289289,70,6,>10K
229,started,15784,22065780,63.5728035566,70,7,>10K
230,together,15765,22081545,63.6182234442,70,8,>10K
231,took,15698,22097243,63.6634503009,70,4,>10K
232,doesn,15691,22112934,63.7086569902,70,5,>10K
233,course,15689,22128623,63.7538579174,70,6,>10K
234,must,15665,22144288,63.7989896992,70,4,>10K
235,d,15652,22159940,63.8440840272,70,1,>10K
236,wanted,15551,22175491,63.8888873683,70,6,>10K
237,making,15446,22190937,63.9333881983,70,6,>10K
238,however,15234,22206171,63.9772782438,70,7,>10K
239,tell,15214,22221385,64.0211106682,70,4,>10K
240,someone,15034,22236419,64.0644245021,70,7,>10K
241,hope,15021,22251440,64.1077008822,70,4,>10K
242,anything,14964,22266404,64.1508130419,70,8,>10K
243,start,14939,22281343,64.1938531752,70,5,>10K
244,try,14933,22296276,64.2368760221,70,3,>10K
245,everything,14924,22311200,64.2798729396,70,10,>10K
246,looking,14874,22326074,64.322725804,70,7,>10K
247,fun,14639,22340713,64.3649016198,70,3,>10K
248,able,14502,22355215,64.4066827305,70,4,>10K
249,fact,14490,22369705,64.4484292685,70,4,>10K
250,everyone,14416,22384121,64.4899626082,70,8,>10K
251,during,14415,22398536,64.5314930668,70,6,>10K
252,quite,14414,22412950,64.5730206444,70,5,>10K
253,small,14340,22427290,64.6143350236,70,5,>10K
254,hard,14224,22441514,64.6553152,70,4,>10K
255,told,14193,22455707,64.6962060637,70,4,>10K
256,kids,14103,22469810,64.736837632,70,4,>10K
257,makes,14057,22483867,64.7773366717,70,5,>10K
258,far,14002,22497869,64.8176772532,70,3,>10K
259,nothing,13923,22511792,64.857790231,70,7,>10K
260,room,13870,22525662,64.8977505127,70,4,>10K
261,person,13676,22539338,64.9371518691,70,6,>10K
262,top,13634,22552972,64.976432221,70,3,>10K
263,maybe,13607,22566579,65.0156347843,70,5,>10K
264,real,13603,22580182,65.0548258234,70,4,>10K
265,ll,13548,22593730,65.0938584043,70,2,>10K
266,called,13541,22607271,65.1328708178,70,6,>10K
267,least,13533,22620804,65.1718601828,70,5,>10K
268,already,13509,22634313,65.2107804024,70,7,>10K
269,food,13475,22647788,65.249602666,70,4,>10K
270,water,13383,22661171,65.2881598722,70,5,>10K
271,kind,13356,22674527,65.3266392899,70,4,>10K
272,head,13258,22687785,65.3648363638,70,4,>10K
273,white,13167,22700952,65.4027712614,70,5,>10K
274,trying,13146,22714098,65.4406456567,70,6,>10K
275,happy,13123,22727221,65.4784537877,70,5,>10K
276,believe,13024,22740245,65.515976694,70,7,>10K
277,whole,12956,22753201,65.5533036882,70,5,>10K
278,mind,12864,22766065,65.5903656251,70,4,>10K
279,often,12805,22778870,65.6272575795,70,5,>10K
280,books,12758,22791628,65.6640141241,70,5,>10K
281,high,12735,22804363,65.7007044044,70,4,>10K
282,using,12718,22817081,65.7373457067,70,5,>10K
283,live,12705,22829786,65.7739495553,70,4,>10K
284,past,12600,22842386,65.8102508927,70,4,>10K
285,under,12589,22854975,65.8465205384,70,5,>10K
286,side,12568,22867543,65.8827296819,70,4,>10K
287,full,12556,22880099,65.9189042528,70,4,>10K
288,name,12539,22892638,65.9550298456,70,4,>10K
289,writing,12452,22905090,65.9909047863,70,7,>10K
290,along,12381,22917471,66.0265751719,70,5,>10K
291,friend,12373,22929844,66.062222509,70,6,>10K
292,working,12371,22942215,66.097864084,70,7,>10K
293,probably,12330,22954545,66.1333875356,70,8,>10K
294,guy,12321,22966866,66.1688850577,70,3,>10K
295,bad,12304,22979170,66.2043336018,70,3,>10K
296,add,12251,22991421,66.2396294498,70,3,>10K
297,later,12222,23003643,66.2748417471,70,5,>10K
298,others,12189,23015832,66.3099589694,70,6,>10K
299,against,12136,23027968,66.3449234957,70,7,>10K
300,idea,12127,23040095,66.3798620924,70,4,>10K
301,ago,12083,23052178,66.4146739225,70,3,>10K
302,remember,12022,23064200,66.4493100081,70,8,>10K
303,minutes,12012,23076212,66.4839172831,70,7,>10K
304,free,11968,23088180,66.5183977915,70,4,>10K
305,almost,11963,23100143,66.5528638946,70,6,>10K
306,wasn,11825,23111968,66.5869324117,70,4,>10K
307,heart,11825,23123793,66.6210009287,70,5,>10K
308,morning,11775,23135568,66.6549253928,70,7,>10K
309,money,11720,23147288,66.6886913987,70,5,>10K
310,decided,11716,23159004,66.7224458804,70,7,>10K
311,black,11709,23170713,66.7561801947,70,5,>10K
312,second,11691,23182404,66.7898626499,70,6,>10K
313,less,11625,23194029,66.8233549552,70,4,>10K
314,change,11606,23205635,66.8567925204,70,6,>10K
315,comes,11448,23217083,66.8897748784,70,5,>10K
316,words,11398,23228481,66.9226131835,70,5,>10K
317,couple,11352,23239833,66.9553189598,70,6,>10K
318,become,11276,23251109,66.9878057757,70,6,>10K
319,rather,11207,23262316,67.0200937986,70,6,>10K
320,isn,11181,23273497,67.052306914,70,3,>10K
321,women,11163,23284660,67.0844681703,70,5,>10K
322,city,11160,23295820,67.1166207834,70,4,>10K
323,hand,11150,23306970,67.148744586,70,4,>10K
324,seems,11028,23317998,67.1805168994,70,5,>10K
325,yes,11023,23329021,67.2122748075,70,3,>10K
326,seen,11017,23340038,67.2440154292,70,4,>10K
327,asked,10944,23350982,67.2755457337,70,5,>10K
328,reading,10902,23361884,67.3069550337,70,7,>10K
329,felt,10902,23372786,67.3383643338,70,4,>10K
330,else,10898,23383684,67.3697621096,70,4,>10K
331,won,10809,23394493,67.4009034711,70,3,>10K
332,nice,10693,23405186,67.4317106299,70,4,>10K
333,call,10689,23415875,67.4625062645,70,4,>10K
334,play,10649,23426524,67.4931866567,70,4,>10K
335,case,10648,23437172,67.5238641679,70,4,>10K
336,weeks,10577,23447749,67.5543371239,70,5,>10K
337,music,10576,23458325,67.5848071988,70,5,>10K
338,finally,10559,23468884,67.6152282958,70,7,>10K
339,run,10537,23479421,67.6455860095,70,3,>10K
340,state,10514,23489935,67.6758774588,70,5,>10K
341,sometimes,10478,23500413,67.70606519,70,9,>10K
342,face,10460,23510873,67.7362010622,70,4,>10K
343,mother,10432,23521305,67.7662562647,70,6,>10K
344,light,10422,23531727,67.7962826566,70,5,>10K
345,means,10376,23542103,67.8261765199,70,5,>10K
346,instead,10281,23552384,67.8557966825,70,7,>10K
347,job,10271,23562655,67.8853880346,70,3,>10K
348,says,10242,23572897,67.914895836,70,4,>10K
349,card,10239,23583136,67.9443949943,70,4,>10K
350,beer,10211,23593347,67.9738134829,70,4,>10K
351,write,10188,23603535,68.0031657071,70,5,>10K
352,young,10156,23613691,68.0324257375,70,5,>10K
353,oh,10090,23623781,68.061495618,70,2,>10K
354,share,10044,23633825,68.0904329698,70,5,>10K
355,given,10031,23643856,68.1193328679,70,5,>10K
356,months,10027,23653883,68.1482212417,70,6,>10K
357,knew,10007,23663890,68.1770519943,70,4,>10K
358,important,9998,23673888,68.2058568174,70,9,>1K
359,hours,9978,23683866,68.2346040194,70,5,>1K
360,leave,9939,23693805,68.2632388601,70,5,>1K
361,beautiful,9906,23703711,68.2917786258,70,9,>1K
362,saw,9894,23713605,68.3202838188,70,3,>1K
363,mean,9833,23723438,68.3486132673,70,4,>1K
364,please,9813,23733251,68.3768850946,70,6,>1K
365,several,9778,23743029,68.4050560848,70,7,>1K
366,coming,9765,23752794,68.4331896213,70,6,>1K
367,taking,9755,23762549,68.4612943472,70,6,>1K
368,anyone,9734,23772283,68.4893385709,70,6,>1K
369,thinking,9702,23781985,68.5172906007,70,8,>1K
370,experience,9694,23791679,68.545219582,70,10,>1K
371,group,9662,23801341,68.5730563695,70,5,>1K
372,word,9614,23810955,68.6007548661,70,4,>1K
373,month,9599,23820554,68.6284101469,70,5,>1K
374,stop,9579,23830133,68.6560078065,70,4,>1K
375,open,9559,23839692,68.6835478449,70,4,>1K
376,easy,9557,23849249,68.7110821213,70,4,>1K
377,paper,9548,23858797,68.738590468,70,5,>1K
378,child,9538,23868335,68.7660700042,70,5,>1K
379,body,9491,23877826,68.7934141307,70,4,>1K
380,film,9471,23887297,68.820700636,70,4,>1K
381,girl,9392,23896689,68.8477595376,70,4,>1K
382,order,9360,23906049,68.8747262454,70,5,>1K
383,cut,9358,23915407,68.9016871911,70,3,>1K
384,soon,9356,23924763,68.9286423746,70,4,>1K
385,care,9316,23934079,68.9554823158,70,4,>1K
386,number,9310,23943389,68.9823049707,70,6,>1K
387,men,9310,23952699,69.0091276256,70,3,>1K
388,either,9310,23962009,69.0359502804,70,6,>1K
389,country,9302,23971311,69.0627498868,70,7,>1K
390,true,9208,23980519,69.0892786737,70,4,>1K
391,favorite,9171,23989690,69.1157008614,70,8,>1K
392,power,9155,23998845,69.1420769522,70,5,>1K
393,living,9104,24007949,69.168306109,70,6,>1K
394,half,9103,24017052,69.1945323848,70,4,>1K
395,reason,9075,24026127,69.2206779909,70,6,>1K
396,business,9018,24035145,69.2466593766,70,8,>1K
397,line,9001,24044146,69.2725917844,70,4,>1K
398,game,8924,24053070,69.2983023507,70,4,>1K
399,public,8904,24061974,69.3239552958,70,6,>1K
400,woman,8876,24070850,69.3495275712,70,5,>1K
401,baby,8848,24079698,69.375019177,70,4,>1K
402,stuff,8827,24088525,69.4004502806,70,5,>1K
403,early,8822,24097347,69.4258669789,70,5,>1K
404,party,8806,24106153,69.4512375803,70,5,>1K
405,list,8795,24114948,69.47657649,70,4,>1K
406,perfect,8791,24123739,69.5019038755,70,7,>1K
407,eyes,8772,24132511,69.5271765209,70,4,>1K
408,government,8749,24141260,69.5523829019,70,10,>1K
409,large,8727,24149987,69.5775258996,70,5,>1K
410,ask,8720,24158707,69.60264873,70,3,>1K
411,moment,8714,24167421,69.6277542739,70,6,>1K
412,feeling,8696,24176117,69.6528079589,70,7,>1K
413,talk,8691,24184808,69.6778472385,70,4,>1K
414,turn,8674,24193482,69.7028375401,70,4,>1K
415,within,8598,24202080,69.7276088813,70,6,>1K
416,movie,8554,24210634,69.7522534559,70,5,>1K
417,weekend,8510,24219144,69.776771264,70,7,>1K
418,rest,8510,24227654,69.801289072,70,4,>1K
419,especially,8497,24236151,69.8257694263,70,10,>1K
420,local,8495,24244646,69.8502440185,70,5,>1K
421,four,8463,24253109,69.8746264167,70,4,>1K
422,short,8462,24261571,69.899005934,70,5,>1K
423,challenge,8440,24270011,69.9233220679,70,9,>1K
424,couldn,8431,24278442,69.9476122723,70,6,>1K
425,behind,8423,24286865,69.9718794283,70,6,>1K
426,needed,8408,24295273,69.9961033683,80,6,>1K
427,although,8382,24303655,70.0202524009,80,8,>1K
428,looked,8350,24312005,70.0443092396,80,6,>1K
429,above,8327,24320332,70.0682998139,80,5,>1K
430,taken,8320,24328652,70.0922702208,80,5,>1K
431,enjoy,8308,24336960,70.116206055,80,5,>1K
432,across,8291,24345251,70.1400929113,80,6,>1K
433,lives,8237,24353488,70.1638241903,80,5,>1K
434,car,8231,24361719,70.187538183,80,3,>1K
435,land,8221,24369940,70.2112233652,80,4,>1K
436,matter,8221,24378161,70.2349085473,80,6,>1K
437,jesus,8178,24386339,70.2584698439,80,5,>1K
438,simply,8167,24394506,70.2819994489,80,6,>1K
439,sense,8109,24402615,70.3053619524,80,5,>1K
440,front,8109,24410724,70.328724456,80,5,>1K
441,red,8102,24418826,70.3520667922,80,3,>1K
442,bring,8079,24426905,70.375342864,80,5,>1K
443,lost,8078,24434983,70.3986160547,80,4,>1K
444,team,7998,24442981,70.4216587608,80,4,>1K
445,hear,7962,24450943,70.4445977488,80,4,>1K
446,art,7945,24458888,70.4674877587,80,3,>1K
447,wonderful,7933,24466821,70.490343196,80,9,>1K
448,close,7930,24474751,70.5131899901,80,5,>1K
449,goes,7914,24482665,70.5359906873,80,4,>1K
450,problem,7892,24490557,70.5587280011,80,7,>1K
451,wrong,7864,24498421,70.5813846454,80,5,>1K
452,gave,7851,24506272,70.6040038358,80,4,>1K
453,mom,7842,24514114,70.6265970968,80,3,>1K
454,picture,7821,24521935,70.6491298555,80,7,>1K
455,outside,7797,24529732,70.6715934688,80,7,>1K
456,perhaps,7783,24537515,70.6940167473,80,7,>1K
457,check,7759,24545274,70.7163708804,80,5,>1K
458,wait,7744,24553018,70.7386817976,80,4,>1K
459,whether,7730,24560748,70.76095238,80,7,>1K
460,parents,7726,24568474,70.7832114381,80,7,>1K
461,question,7707,24576181,70.8054157562,80,8,>1K
462,project,7703,24583884,70.82760855,80,7,>1K
463,saying,7700,24591584,70.8497927006,80,6,>1K
464,heard,7694,24599278,70.8719595649,80,5,>1K
465,human,7667,24606945,70.8940486406,80,5,>1K
466,turned,7666,24614611,70.9161348353,80,6,>1K
467,understand,7653,24622264,70.9381835762,80,10,>1K
468,information,7646,24629910,70.9602121496,80,11,>1K
469,series,7633,24637543,70.9822032693,80,6,>1K
470,american,7633,24645176,71.0041943891,80,8,>1K
471,ready,7624,24652800,71.0261595792,80,5,>1K
472,move,7598,24660398,71.0480498619,80,4,>1K
473,news,7594,24667992,71.0699286203,80,4,>1K
474,special,7591,24675583,71.0917987356,80,7,>1K
475,father,7588,24683171,71.1136602077,80,6,>1K
476,needs,7551,24690722,71.1354150806,80,5,>1K
477,loved,7545,24698267,71.1571526671,80,5,>1K
478,seem,7538,24705805,71.1788700863,80,4,>1K
479,amazing,7485,24713290,71.2004348094,80,7,>1K
480,christmas,7474,24720764,71.2219678408,80,9,>1K
481,thank,7429,24728193,71.2433712245,80,5,>1K
482,death,7415,24735608,71.2647342735,80,5,>1K
483,buy,7414,24743022,71.2860944414,80,3,>1K
484,tried,7404,24750426,71.3074257987,80,5,>1K
485,simple,7390,24757816,71.3287168212,80,6,>1K
486,watch,7383,24765199,71.3499876763,80,5,>1K
487,running,7381,24772580,71.3712527692,80,7,>1K
488,eat,7364,24779944,71.3924688842,80,3,>1K
489,inside,7361,24787305,71.413676356,80,6,>1K
490,ones,7358,24794663,71.4348751846,80,4,>1K
491,summer,7335,24801998,71.4560077489,80,6,>1K
492,interesting,7333,24809331,71.4771345511,80,11,>1K
493,area,7332,24816663,71.4982584721,80,4,>1K
494,haven,7326,24823989,71.5193651069,80,5,>1K
495,support,7311,24831300,71.5404285258,80,7,>1K
496,plan,7284,24838584,71.5614141561,80,4,>1K
497,future,7281,24845865,71.5823911432,80,6,>1K
498,church,7277,24853142,71.603356606,80,6,>1K
499,process,7256,24860398,71.6242615667,80,7,>1K
500,history,7233,24867631,71.645100263,80,7,>1K
501,looks,7222,24874853,71.6659072677,80,5,>1K
502,possible,7210,24882063,71.6866796996,80,8,>1K
503,company,7209,24889272,71.7074492505,80,7,>1K
504,usually,7137,24896409,71.7280113652,80,7,>1K
505,known,7128,24903537,71.7485475504,80,5,>1K
506,including,7112,24910649,71.7690376386,80,9,>1K
507,system,7060,24917709,71.7893779118,80,6,>1K
508,gets,7059,24924768,71.8097153039,80,4,>1K
509,stay,7058,24931826,71.8300498149,80,4,>1K
510,husband,7045,24938871,71.8503468722,80,7,>1K
511,sweet,7037,24945908,71.8706208811,80,5,>1K
512,store,7010,24952918,71.8908171013,80,5,>1K
513,walk,6975,24959893,71.9109124845,80,4,>1K
514,piece,6973,24966866,71.9310021056,80,5,>1K
515,yourself,6967,24973833,71.9510744404,80,8,>1K
516,upon,6963,24980796,71.9711352509,80,4,>1K
517,social,6955,24987751,71.9911730129,80,6,>1K
518,learn,6938,24994689,72.0111617969,80,5,>1K
519,following,6909,25001598,72.0310670303,80,9,>1K
520,green,6870,25008468,72.0508599023,80,5,>1K
521,five,6845,25015313,72.0705807479,80,4,>1K
522,longer,6836,25022149,72.090275664,80,6,>1K
523,character,6825,25028974,72.1099388884,80,9,>1K
524,mr,6822,25035796,72.1295934697,80,2,>1K
525,talking,6809,25042605,72.1492105972,80,7,>1K
526,himself,6806,25049411,72.1688190815,80,7,>1K
527,spent,6805,25056216,72.1884246847,80,5,>1K
528,themselves,6764,25062980,72.2079121646,80,10,>1K
529,son,6738,25069718,72.2273247369,80,3,>1K
